"INDIKATOR_GRUPPE","INDIKATOR_BEZEICHNUNG","INDIKATOR_AUSPRAEGUNG","INDIKATOR_WERT","BASISWERT_1","BASISWERT_2","BASISWERT_3","BASISWERT_4","BASISWERT_5","NAME_BASISWERT_1","NAME_BASISWERT_2","NAME_BASISWERT_3","NAME_BASISWERT_4","NAME_BASISWERT_5","JAHR","GLIEDERUNG","NUMMER","NAME"
"Ärzte","Ärztedichte","alle Ärzte (ohne Therapeuten)","380,9","55231","145","","","","Hauptwohnsitzbevölkerung","alle Ärztinnen und Ärzte (ohne Therapeuten/innen)","","","","2004","Stadtbezirk","4","04 Schwabing West"
"Ärzte","Ärztedichte","alle Ärzte (ohne Therapeuten)","325,8","72982","224","","","","Hauptwohnsitzbevölkerung","alle Ärztinnen und Ärzte (ohne Therapeuten/innen)","","","","2004","Stadtbezirk","13","13 Bogenhausen"
"Ärzte","Ärztedichte","alle Ärzte (ohne Therapeuten)","794,3","38127","48","","","","Hauptwohnsitzbevölkerung","alle Ärztinnen und Ärzte (ohne Therapeuten/innen)","","","","2004","Stadtbezirk","14","14 Berg am Laim"
"Ärzte","Ärztedichte","alle Ärzte (ohne Therapeuten)","801,9","48914","61","","","","Hauptwohnsitzbevölkerung","alle Ärztinnen und Ärzte (ohne Therapeuten/innen)","","","","2004","Stadtbezirk","15","15 Trudering - Riem"
"Ärzte","Ärztedichte","alle Ärzte (ohne Therapeuten)","216,6","41581","192","","","","Hauptwohnsitzbevölkerung","alle Ärztinnen und Ärzte (ohne Therapeuten/innen)","","","","2004","Stadtbezirk","3","03 Maxvorstadt"
"Ärzte","Ärztedichte","alle Ärzte (ohne Therapeuten)","836,7","46856","56","","","","Hauptwohnsitzbevölkerung","alle Ärztinnen und Ärzte (ohne Therapeuten/innen)","","","","2004","Stadtbezirk","10","10 Moosach"
"Ärzte","Ärztedichte","alle Ärzte (ohne Therapeuten)","1,6","24","15","","","","Hauptwohnsitzbevölkerung","alle Ärztinnen und Ärzte (ohne Therapeuten/innen)","","","","2004","Stadtbezirk","99","99 nicht zuzuordnen"
"Ärzte","Ärztedichte","Innere Medizin","2055,5","63720","31","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2009","Stadtbezirk","12","12 Schwabing -  Freimann"
"Ärzte","Ärztedichte","Innere Medizin","2323,8","76684","33","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2009","Stadtbezirk","13","13 Bogenhausen"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","1530,9","32149","21","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2009","Stadtbezirk","12","12 Schwabing -  Freimann"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","1404,5","33708","24","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2009","Stadtbezirk","21","21 Pasing - Obermenzing"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","7278","14556","2","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2009","Stadtbezirk","23","23 Allach - Untermenzing"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","2060,4","32967","16","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2009","Stadtbezirk","4","04 Schwabing West"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","7686,5","30746","4","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2009","Stadtbezirk","15","15 Trudering - Riem"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","8956,5","53739","6","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2009","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","13980,5","27961","2","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2009","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","2407,3","28888","12","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2009","Stadtbezirk","5","05 Au - Haidhausen"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","4093,3","24560","6","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2009","Stadtbezirk","10","10 Moosach"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","16946,5","33893","2","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2009","Stadtbezirk","11","11 Milbertshofen -  Am Hart"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","8966","26898","3","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2009","Stadtbezirk","25","25 Laim"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","-88888888","","0","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2009","Stadtbezirk","99","99 nicht zuzuordnen"
"Ärzte","Ärztedichte","Innere Medizin","11036","55180","5","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2009","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","1134,2","22684","20","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2009","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","6573,3","19720","3","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2009","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","2562,1","702012","274","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2009","Gesamtstadt","#100","Stadt München"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","3024,6","27221","9","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2009","Stadtbezirk","7","07 Sendling - Westpark"
"Ärzte","Ärztedichte","Innere Medizin","13262,3","39787","3","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2009","Stadtbezirk","14","14 Berg am Laim"
"Ärzte","Ärztedichte","Innere Medizin","6641,4","46490","7","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2009","Stadtbezirk","20","20 Hadern"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","884,4","22995","26","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2008","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","1480","45881","31","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2008","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","6184,5","24738","4","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2008","Stadtbezirk","20","20 Hadern"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","13993","27986","2","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2008","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Ärzte","Ärztedichte","alle Ärzte (ohne Therapeuten)","456,4","38335","84","","","","Hauptwohnsitzbevölkerung","alle Ärztinnen und Ärzte (ohne Therapeuten/innen)","","","","2008","Stadtbezirk","6","06 Sendling"
"Ärzte","Ärztedichte","alle Ärzte (ohne Therapeuten)","352,9","65290","185","","","","Hauptwohnsitzbevölkerung","alle Ärztinnen und Ärzte (ohne Therapeuten/innen)","","","","2008","Stadtbezirk","21","21 Pasing - Obermenzing"
"Ärzte","Ärztedichte","Innere Medizin","1481,3","48884","33","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2008","Stadtbezirk","3","03 Maxvorstadt"
"Ärzte","Ärztedichte","Innere Medizin","1793,3","77112","43","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2008","Stadtbezirk","13","13 Bogenhausen"
"Ärzte","Ärztedichte","Innere Medizin","4919,3","59031","12","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2008","Stadtbezirk","15","15 Trudering - Riem"
"Ärzte","Ärztedichte","Innere Medizin","9277,8","55667","6","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2008","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Ärzte","Ärztedichte","Innere Medizin","3948,4","51329","13","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2008","Stadtbezirk","25","25 Laim"
"Ärzte","Ärztedichte","Innere Medizin","4629,7","27778","6","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2008","Stadtbezirk","8","08 Schwanthalerhöhe"
"Ärzte","Ärztedichte","Innere Medizin","4525,6","104089","23","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2008","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","159,9","9754","61","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2008","Stadtbezirk","1","01 Altstadt - Lehel"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","1755,6","24579","14","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2008","Stadtbezirk","3","03 Maxvorstadt"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","1475,5","32461","22","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2008","Stadtbezirk","12","12 Schwabing -  Freimann"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","3500,7","24505","7","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2008","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","-88888888","1","0","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2008","Stadtbezirk","99","99 nicht zuzuordnen"
"Ärzte","Ärztedichte","Kinderheilkunde","1297","3891","3","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2008","Stadtbezirk","8","08 Schwanthalerhöhe"
"Ärzte","Ärztedichte","Kinderheilkunde","5265","10530","2","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2008","Stadtbezirk","11","11 Milbertshofen -  Am Hart"
"Ärzte","Ärztedichte","Kinderheilkunde","3027,8","12111","4","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2008","Stadtbezirk","15","15 Trudering - Riem"
"Ärzte","Ärztedichte","Kinderheilkunde","687,3","6186","9","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2008","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Ärzte","Ärztedichte","Kinderheilkunde","840,8","5045","6","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2008","Stadtbezirk","6","06 Sendling"
"Ärzte","Ärztedichte","alle Ärzte (ohne Therapeuten)","1286,8","68198","53","","","","Hauptwohnsitzbevölkerung","alle Ärztinnen und Ärzte (ohne Therapeuten/innen)","","","","2008","Stadtbezirk","11","11 Milbertshofen -  Am Hart"
"Ärzte","Ärztedichte","alle Ärzte (ohne Therapeuten)","523,8","51329","98","","","","Hauptwohnsitzbevölkerung","alle Ärztinnen und Ärzte (ohne Therapeuten/innen)","","","","2008","Stadtbezirk","25","25 Laim"
"Ärzte","Ärztedichte","alle Ärzte (ohne Therapeuten)","781,5","48451","62","","","","Hauptwohnsitzbevölkerung","alle Ärztinnen und Ärzte (ohne Therapeuten/innen)","","","","2008","Stadtbezirk","10","10 Moosach"
"Ärzte","Ärztedichte","alle Ärzte (ohne Therapeuten)","198,3","47599","240","","","","Hauptwohnsitzbevölkerung","alle Ärztinnen und Ärzte (ohne Therapeuten/innen)","","","","2008","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Ärzte","Ärztedichte","alle Ärzte (ohne Therapeuten)","414,2","62541","151","","","","Hauptwohnsitzbevölkerung","alle Ärztinnen und Ärzte (ohne Therapeuten/innen)","","","","2008","Stadtbezirk","4","04 Schwabing West"
"Ärzte","Ärztedichte","alle Ärzte (ohne Therapeuten)","382,6","55853","146","","","","Hauptwohnsitzbevölkerung","alle Ärztinnen und Ärzte (ohne Therapeuten/innen)","","","","2008","Stadtbezirk","5","05 Au - Haidhausen"
"Ärzte","Ärztedichte","alle Ärzte (ohne Therapeuten)","324","77112","238","","","","Hauptwohnsitzbevölkerung","alle Ärztinnen und Ärzte (ohne Therapeuten/innen)","","","","2008","Stadtbezirk","13","13 Bogenhausen"
"Ärzte","Ärztedichte","alle Ärzte (ohne Therapeuten)","1151,8","28796","25","","","","Hauptwohnsitzbevölkerung","alle Ärztinnen und Ärzte (ohne Therapeuten/innen)","","","","2008","Stadtbezirk","23","23 Allach - Untermenzing"
"Ärzte","Ärztedichte","Kinderheilkunde","1498,2","193268","129","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2008","Gesamtstadt","#100","Stadt München"
"Ärzte","Ärztedichte","Kinderheilkunde","952","1904","2","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2008","Stadtbezirk","1","01 Altstadt - Lehel"
"Ärzte","Ärztedichte","Kinderheilkunde","800,6","11209","14","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2008","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Ärzte","Ärztedichte","Kinderheilkunde","1652,5","6610","4","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2008","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Ärzte","Ärztedichte","Kinderheilkunde","3353,7","10061","3","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2008","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","2342,7","702797","300","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2008","Gesamtstadt","#100","Stadt München"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","6727","13454","2","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2008","Stadtbezirk","8","08 Schwanthalerhöhe"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","5153,8","20615","4","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2008","Stadtbezirk","14","14 Berg am Laim"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","5991,2","29956","5","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2008","Stadtbezirk","15","15 Trudering - Riem"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","4096,2","24577","6","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2008","Stadtbezirk","10","10 Moosach"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","16950","33900","2","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2008","Stadtbezirk","11","11 Milbertshofen -  Am Hart"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","3931,3","43244","11","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2008","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","7235","14470","2","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2008","Stadtbezirk","23","23 Allach - Untermenzing"
"Ärzte","Ärztedichte","Kinderheilkunde","4845","4845","1","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2008","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Ärzte","Ärztedichte","Kinderheilkunde","4110","4110","1","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2008","Stadtbezirk","3","03 Maxvorstadt"
"Ärzte","Ärztedichte","Kinderheilkunde","2420","7260","3","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2008","Stadtbezirk","20","20 Hadern"
"Ärzte","Ärztedichte","Kinderheilkunde","1541,6","10791","7","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2008","Stadtbezirk","21","21 Pasing - Obermenzing"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","9676,5","19353","2","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2008","Stadtbezirk","6","06 Sendling"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","3026,6","27239","9","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2008","Stadtbezirk","7","07 Sendling - Westpark"
"Ärzte","Ärztedichte","Innere Medizin","1700","47599","28","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2008","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Ärzte","Ärztedichte","Innere Medizin","2234,1","55853","25","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2008","Stadtbezirk","5","05 Au - Haidhausen"
"Ärzte","Ärztedichte","Innere Medizin","9690,2","48451","5","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2008","Stadtbezirk","10","10 Moosach"
"Ärzte","Ärztedichte","Innere Medizin","1496,5","64350","43","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2008","Stadtbezirk","12","12 Schwabing -  Freimann"
"Ärzte","Ärztedichte","Innere Medizin","5004,8","40038","8","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2008","Stadtbezirk","14","14 Berg am Laim"
"Ärzte","Ärztedichte","Innere Medizin","2599,5","49391","19","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2008","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Ärzte","Ärztedichte","Innere Medizin","3598,7","82771","23","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2008","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Ärzte","Ärztedichte","Innere Medizin","4638,5","46385","10","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2008","Stadtbezirk","20","20 Hadern"
"Ärzte","Ärztedichte","Innere Medizin","4113,7","28796","7","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2008","Stadtbezirk","23","23 Allach - Untermenzing"
"Ärzte","Ärztedichte","alle Ärzte (ohne Therapeuten)","41,8","19505","467","","","","Hauptwohnsitzbevölkerung","alle Ärztinnen und Ärzte (ohne Therapeuten/innen)","","","","2008","Stadtbezirk","1","01 Altstadt - Lehel"
"Ärzte","Ärztedichte","alle Ärzte (ohne Therapeuten)","278,6","64350","231","","","","Hauptwohnsitzbevölkerung","alle Ärztinnen und Ärzte (ohne Therapeuten/innen)","","","","2008","Stadtbezirk","12","12 Schwabing -  Freimann"
"Ärzte","Ärztedichte","alle Ärzte (ohne Therapeuten)","680","48282","71","","","","Hauptwohnsitzbevölkerung","alle Ärztinnen und Ärzte (ohne Therapeuten/innen)","","","","2008","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Ärzte","Ärztedichte","alle Ärzte (ohne Therapeuten)","786,2","46385","59","","","","Hauptwohnsitzbevölkerung","alle Ärztinnen und Ärzte (ohne Therapeuten/innen)","","","","2008","Stadtbezirk","20","20 Hadern"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","6577","19731","3","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2008","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","8976,7","26930","3","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2008","Stadtbezirk","25","25 Laim"
"Ärzte","Ärztedichte","Innere Medizin","2511,2","65290","26","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2008","Stadtbezirk","21","21 Pasing - Obermenzing"
"Ärzte","Ärztedichte","Innere Medizin","3484,3","38327","11","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2008","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Ärzte","Ärztedichte","Innere Medizin","5225,7","52257","10","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2008","Stadtbezirk","7","07 Sendling - Westpark"
"Ärzte","Ärztedichte","Innere Medizin","1852","87043","47","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2008","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Ärzte","Ärztedichte","Innere Medizin","-88888888","12","0","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2008","Stadtbezirk","99","99 nicht zuzuordnen"
"Ärzte","Ärztedichte","alle Ärzte (ohne Therapeuten)","908,2","59031","65","","","","Hauptwohnsitzbevölkerung","alle Ärztinnen und Ärzte (ohne Therapeuten/innen)","","","","2008","Stadtbezirk","15","15 Trudering - Riem"
"Ärzte","Ärztedichte","Kinderheilkunde","1381","6905","5","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2008","Stadtbezirk","7","07 Sendling - Westpark"
"Ärzte","Ärztedichte","Kinderheilkunde","2238,8","11194","5","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2008","Stadtbezirk","13","13 Bogenhausen"
"Ärzte","Ärztedichte","Kinderheilkunde","1058,2","6349","6","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2008","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Ärzte","Ärztedichte","Kinderheilkunde","2464,5","4929","2","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2008","Stadtbezirk","23","23 Allach - Untermenzing"
"Ärzte","Ärztedichte","Kinderheilkunde","1240,8","6204","5","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2008","Stadtbezirk","25","25 Laim"
"Ärzte","Ärztedichte","Kinderheilkunde","1078,8","10788","10","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2008","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Ärzte","Ärztedichte","Kinderheilkunde","-88888888","0","0","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2008","Stadtbezirk","99","99 nicht zuzuordnen"
"Ärzte","Ärztedichte","alle Ärzte (ohne Therapeuten)","788,6","104089","132","","","","Hauptwohnsitzbevölkerung","alle Ärztinnen und Ärzte (ohne Therapeuten/innen)","","","","2008","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","8981,5","53889","6","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2008","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","1869","33642","18","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2008","Stadtbezirk","21","21 Pasing - Obermenzing"
"Ärzte","Ärztedichte","alle Ärzte (ohne Therapeuten)","931,1","40038","43","","","","Hauptwohnsitzbevölkerung","alle Ärztinnen und Ärzte (ohne Therapeuten/innen)","","","","2008","Stadtbezirk","14","14 Berg am Laim"
"Ärzte","Ärztedichte","alle Ärzte (ohne Therapeuten)","541","82771","153","","","","Hauptwohnsitzbevölkerung","alle Ärztinnen und Ärzte (ohne Therapeuten/innen)","","","","2008","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Ärzte","Ärztedichte","alle Ärzte (ohne Therapeuten)","1070,5","55667","52","","","","Hauptwohnsitzbevölkerung","alle Ärztinnen und Ärzte (ohne Therapeuten/innen)","","","","2008","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Ärzte","Ärztedichte","alle Ärzte (ohne Therapeuten)","-88888888","12","0","","","","Hauptwohnsitzbevölkerung","alle Ärztinnen und Ärzte (ohne Therapeuten/innen)","","","","2008","Stadtbezirk","99","99 nicht zuzuordnen"
